"Entry" "Name" "Uniprot_id"
4115 "p53 signaling pathway" "P31947"
4110 "Cell cycle" "P31947"
4960 "Aldosterone-regulated sodium reabsorption" "P31947"
4360 "Axon guidance" "Q9HB63"
4917 "Prolactin signaling pathway" "P05814"
5200 "Pathways in cancer" "P56706"
4340 "Hedgehog signaling pathway" "P56706"
5166 "HTLV-I infection" "P56706"
5205 "Proteoglycans in cancer" "P56706"
4916 "Melanogenesis" "P56706"
4310 "Wnt signaling pathway" "P56706"
5217 "Basal cell carcinoma" "P56706"
4390 "Hippo signaling pathway" "P56706"
61 "Fatty acid biosynthesis" "O00763"
640 "Propanoate metabolism" "O00763"
1212 "Fatty acid metabolism" "O00763"
4920 "Adipocytokine signaling pathway" "O00763"
620 "Pyruvate metabolism" "O00763"
4910 "Insulin signaling pathway" "O00763"
1100 "Metabolic pathways" "O00763"
982 "Drug metabolism - cytochrome P450" "P54855"
40 "Pentose and glucuronate interconversions" "P54855"
860 "Porphyrin and chlorophyll metabolism" "P54855"
980 "Metabolism of xenobiotics by cytochrome P450" "P54855"
140 "Steroid hormone biosynthesis" "P54855"
5204 "Chemical carcinogenesis" "P54855"
53 "Ascorbate and aldarate metabolism" "P54855"
830 "Retinol metabolism" "P54855"
500 "Starch and sucrose metabolism" "P54855"
1100 "Metabolic pathways" "P54855"
983 "Drug metabolism - other enzymes" "P54855"
3010 "Ribosome" "Q9BYC9"
230 "Purine metabolism" "P20594"
4270 "Vascular smooth muscle contraction" "P20594"
5034 "Alcoholism" "P20671"
5322 "Systemic lupus erythematosus" "P20671"
1230 "Biosynthesis of amino acids" "Q96GA7"
1100 "Metabolic pathways" "Q96GA7"
290 "Valine, leucine and isoleucine biosynthesis" "Q96GA7"
270 "Cysteine and methionine metabolism" "Q96GA7"
260 "Glycine, serine and threonine metabolism" "Q96GA7"
1200 "Carbon metabolism" "Q96GA7"
4530 "Tight junction" "Q9Y2J2"
4514 "Cell adhesion molecules (CAMs)" "Q9BZZ2"
5100 "Bacterial invasion of epithelial cells" "Q05397"
4151 "PI3K-Akt signaling pathway" "Q05397"
4062 "Chemokine signaling pathway" "Q05397"
5222 "Small cell lung cancer" "Q05397"
5146 "Amoebiasis" "Q05397"
5205 "Proteoglycans in cancer" "Q05397"
4810 "Regulation of actin cytoskeleton" "Q05397"
4510 "Focal adhesion" "Q05397"
4670 "Leukocyte transendothelial migration" "Q05397"
4370 "VEGF signaling pathway" "Q05397"
4012 "ErbB signaling pathway" "Q05397"
5202 "Transcriptional misregulation in cancer" "Q05397"
4360 "Axon guidance" "Q05397"
5200 "Pathways in cancer" "Q05397"
533 "Glycosaminoglycan biosynthesis - keratan sulfate" "Q8NCG5"
5203 "Viral carcinogenesis" "P42229"
4012 "ErbB signaling pathway" "P42229"
4630 "Jak-STAT signaling pathway" "P42229"
5161 "Hepatitis B" "P42229"
5221 "Acute myeloid leukemia" "P42229"
5220 "Chronic myeloid leukemia" "P42229"
5162 "Measles" "P42229"
5166 "HTLV-I infection" "P42229"
5200 "Pathways in cancer" "P42229"
4917 "Prolactin signaling pathway" "P42229"
4330 "Notch signaling pathway" "Q9UBG7"
5203 "Viral carcinogenesis" "Q9UBG7"
5169 "Epstein-Barr virus infection" "Q9UBG7"
3015 "mRNA surveillance pathway" "Q8IYD1"
4622 "RIG-I-like receptor signaling pathway" "Q15628"
5160 "Hepatitis C" "Q15628"
4920 "Adipocytokine signaling pathway" "Q15628"
4064 "NF-kappa B signaling pathway" "Q15628"
5169 "Epstein-Barr virus infection" "Q15628"
5152 "Tuberculosis" "Q15628"
5203 "Viral carcinogenesis" "Q15628"
4668 "TNF signaling pathway" "Q15628"
4210 "Apoptosis" "Q15628"
4540 "Gap junction" "P68371"
5130 "Pathogenic Escherichia coli infection" "P68371"
4145 "Phagosome" "P68371"
4740 "Olfactory transduction" "Q5TZ20"
4917 "Prolactin signaling pathway" "Q8WXH5"
4630 "Jak-STAT signaling pathway" "Q8WXH5"
4930 "Type II diabetes mellitus" "Q8WXH5"
4910 "Insulin signaling pathway" "Q8WXH5"
4142 "Lysosome" "Q9UJY5"
4960 "Aldosterone-regulated sodium reabsorption" "P08235"
4725 "Cholinergic synapse" "Q9UNX9"
5166 "HTLV-I infection" "Q9H6Z4"
5100 "Bacterial invasion of epithelial cells" "Q14141"
3060 "Protein export" "P60059"
5110 "Vibrio cholerae infection" "P60059"
4145 "Phagosome" "P60059"
4141 "Protein processing in endoplasmic reticulum" "P60059"
4520 "Adherens junction" "Q13485"
4390 "Hippo signaling pathway" "Q13485"
5220 "Chronic myeloid leukemia" "Q13485"
5166 "HTLV-I infection" "Q13485"
5200 "Pathways in cancer" "Q13485"
4310 "Wnt signaling pathway" "Q13485"
4068 "FoxO signaling pathway" "Q13485"
5161 "Hepatitis B" "Q13485"
4350 "TGF-beta signaling pathway" "Q13485"
4110 "Cell cycle" "Q13485"
5212 "Pancreatic cancer" "Q13485"
5210 "Colorectal cancer" "Q13485"
604 "Glycosphingolipid biosynthesis - ganglio series" "Q00973"
1100 "Metabolic pathways" "Q00973"
4740 "Olfactory transduction" "Q8NGF0"
5146 "Amoebiasis" "Q9UIV8"
4974 "Protein digestion and absorption" "Q14050"
4978 "Mineral absorption" "Q7LBE3"
4150 "mTOR signaling pathway" "Q96B36"
3010 "Ribosome" "P27635"
4932 "Non-alcoholic fatty liver disease (NAFLD)" "Q96A54"
4920 "Adipocytokine signaling pathway" "Q96A54"
5150 "Staphylococcus aureus infection" "P25089"
4080 "Neuroactive ligand-receptor interaction" "P25089"
3040 "Spliceosome" "P09651"
520 "Amino sugar and nucleotide sugar metabolism" "Q9BZP6"
4320 "Dorso-ventral axis formation" "Q9Y603"
5202 "Transcriptional misregulation in cancer" "Q9Y603"
3010 "Ribosome" "P15880"
4014 "Ras signaling pathway" "Q86YV0"
5205 "Proteoglycans in cancer" "P56539"
4144 "Endocytosis" "P56539"
4510 "Focal adhesion" "P56539"
5100 "Bacterial invasion of epithelial cells" "P56539"
4390 "Hippo signaling pathway" "Q13625"
4740 "Olfactory transduction" "Q9H344"
1100 "Metabolic pathways" "P05177"
980 "Metabolism of xenobiotics by cytochrome P450" "P05177"
982 "Drug metabolism - cytochrome P450" "P05177"
830 "Retinol metabolism" "P05177"
232 "Caffeine metabolism" "P05177"
5204 "Chemical carcinogenesis" "P05177"
140 "Steroid hormone biosynthesis" "P05177"
380 "Tryptophan metabolism" "P05177"
591 "Linoleic acid metabolism" "P05177"
4740 "Olfactory transduction" "Q8NH04"
3450 "Non-homologous end-joining" "Q13426"
360 "Phenylalanine metabolism" "P30041"
1100 "Metabolic pathways" "P30041"
10 "Glycolysis / Gluconeogenesis" "P07738"
1100 "Metabolic pathways" "P07738"
260 "Glycine, serine and threonine metabolism" "P07738"
1100 "Metabolic pathways" "O75390"
1230 "Biosynthesis of amino acids" "O75390"
630 "Glyoxylate and dicarboxylate metabolism" "O75390"
1200 "Carbon metabolism" "O75390"
1210 "2-Oxocarboxylic acid metabolism" "O75390"
20 "Citrate cycle (TCA cycle)" "O75390"
4612 "Antigen processing and presentation" "P07858"
4142 "Lysosome" "P07858"
5223 "Non-small cell lung cancer" "P49789"
230 "Purine metabolism" "P49789"
5222 "Small cell lung cancer" "P49789"
5202 "Transcriptional misregulation in cancer" "O43278"
4650 "Natural killer cell mediated cytotoxicity" "O14931"
3060 "Protein export" "O76094"
4612 "Antigen processing and presentation" "P43628"
4650 "Natural killer cell mediated cytotoxicity" "P43628"
5332 "Graft-versus-host disease" "P43628"
2010 "ABC transporters" "Q8IUA7"
4750 "Inflammatory mediator regulation of TRP channels" "Q9Y5S1"
4020 "Calcium signaling pathway" "Q15303"
5205 "Proteoglycans in cancer" "Q15303"
4144 "Endocytosis" "Q15303"
4012 "ErbB signaling pathway" "Q15303"
3013 "RNA transport" "Q8NFH3"
5162 "Measles" "P29728"
5168 "Herpes simplex infection" "P29728"
5164 "Influenza A" "P29728"
5160 "Hepatitis C" "P29728"
3040 "Spliceosome" "P62316"
590 "Arachidonic acid metabolism" "O14684"
1100 "Metabolic pathways" "O14684"
4670 "Leukocyte transendothelial migration" "O14493"
5160 "Hepatitis C" "O14493"
4514 "Cell adhesion molecules (CAMs)" "O14493"
4530 "Tight junction" "O14493"
4740 "Olfactory transduction" "Q8NH69"
1100 "Metabolic pathways" "Q96C36"
330 "Arginine and proline metabolism" "Q96C36"
1230 "Biosynthesis of amino acids" "Q96C36"
280 "Valine, leucine and isoleucine degradation" "Q96RQ9"
350 "Tyrosine metabolism" "Q96RQ9"
250 "Alanine, aspartate and glutamate metabolism" "Q96RQ9"
1100 "Metabolic pathways" "Q96RQ9"
380 "Tryptophan metabolism" "Q96RQ9"
360 "Phenylalanine metabolism" "Q96RQ9"
400 "Phenylalanine, tyrosine and tryptophan biosynthesis" "Q96RQ9"
270 "Cysteine and methionine metabolism" "Q96RQ9"
4080 "Neuroactive ligand-receptor interaction" "Q9Y5N1"
600 "Sphingolipid metabolism" "Q5QJU3"
1100 "Metabolic pathways" "Q5QJU3"
5202 "Transcriptional misregulation in cancer" "Q99502"
4640 "Hematopoietic cell lineage" "P06127"
4740 "Olfactory transduction" "A6NM03"
4144 "Endocytosis" "Q9H4P4"
4724 "Glutamatergic synapse" "Q13393"
4666 "Fc gamma R-mediated phagocytosis" "Q13393"
4014 "Ras signaling pathway" "Q13393"
5200 "Pathways in cancer" "Q13393"
4912 "GnRH signaling pathway" "Q13393"
565 "Ether lipid metabolism" "Q13393"
1100 "Metabolic pathways" "Q13393"
564 "Glycerophospholipid metabolism" "Q13393"
4144 "Endocytosis" "Q13393"
5212 "Pancreatic cancer" "Q13393"
4810 "Regulation of actin cytoskeleton" "P35241"
5206 "MicroRNAs in cancer" "P35241"
5205 "Proteoglycans in cancer" "P35241"
4740 "Olfactory transduction" "A6NCV1"
5203 "Viral carcinogenesis" "P06899"
5322 "Systemic lupus erythematosus" "P06899"
5034 "Alcoholism" "P06899"
1100 "Metabolic pathways" "P53803"
5016 "Huntington's disease" "P53803"
3020 "RNA polymerase" "P53803"
230 "Purine metabolism" "P53803"
4623 "Cytosolic DNA-sensing pathway" "P53803"
5169 "Epstein-Barr virus infection" "P53803"
240 "Pyrimidine metabolism" "P53803"
4062 "Chemokine signaling pathway" "Q08462"
5032 "Morphine addiction" "Q08462"
4015 "Rap1 signaling pathway" "Q08462"
4976 "Bile secretion" "Q08462"
4723 "Retrograde endocannabinoid signaling" "Q08462"
4972 "Pancreatic secretion" "Q08462"
4725 "Cholinergic synapse" "Q08462"
4971 "Gastric acid secretion" "Q08462"
4970 "Salivary secretion" "Q08462"
4724 "Glutamatergic synapse" "Q08462"
4915 "Estrogen signaling pathway" "Q08462"
5166 "HTLV-I infection" "Q08462"
4270 "Vascular smooth muscle contraction" "Q08462"
4727 "GABAergic synapse" "Q08462"
4114 "Oocyte meiosis" "Q08462"
5414 "Dilated cardiomyopathy" "Q08462"
4020 "Calcium signaling pathway" "Q08462"
4916 "Melanogenesis" "Q08462"
4912 "GnRH signaling pathway" "Q08462"
4911 "Insulin secretion" "Q08462"
4913 "Ovarian steroidogenesis" "Q08462"
4914 "Progesterone-mediated oocyte maturation" "Q08462"
4750 "Inflammatory mediator regulation of TRP channels" "Q08462"
4918 "Thyroid hormone synthesis" "Q08462"
4261 "Adrenergic signaling in cardiomyocytes" "Q08462"
230 "Purine metabolism" "Q08462"
4713 "Circadian entrainment" "Q08462"
4540 "Gap junction" "Q08462"
4060 "Cytokine-cytokine receptor interaction" "Q9UHD0"
4630 "Jak-STAT signaling pathway" "Q9UHD0"
4141 "Protein processing in endoplasmic reticulum" "O95155"
4120 "Ubiquitin mediated proteolysis" "O95155"
5203 "Viral carcinogenesis" "P23497"
5168 "Herpes simplex infection" "P23497"
5012 "Parkinson's disease" "P63096"
4713 "Circadian entrainment" "P63096"
5034 "Alcoholism" "P63096"
4915 "Estrogen signaling pathway" "P63096"
5133 "Pertussis" "P63096"
5032 "Morphine addiction" "P63096"
5142 "Chagas disease (American trypanosomiasis)" "P63096"
4670 "Leukocyte transendothelial migration" "P63096"
4360 "Axon guidance" "P63096"
4728 "Dopaminergic synapse" "P63096"
4726 "Serotonergic synapse" "P63096"
4914 "Progesterone-mediated oocyte maturation" "P63096"
4015 "Rap1 signaling pathway" "P63096"
4730 "Long-term depression" "P63096"
4971 "Gastric acid secretion" "P63096"
4725 "Cholinergic synapse" "P63096"
5030 "Cocaine addiction" "P63096"
4724 "Glutamatergic synapse" "P63096"
5145 "Toxoplasmosis" "P63096"
4727 "GABAergic synapse" "P63096"
4916 "Melanogenesis" "P63096"
4723 "Retrograde endocannabinoid signaling" "P63096"
4530 "Tight junction" "P63096"
4540 "Gap junction" "P63096"
4062 "Chemokine signaling pathway" "P63096"
4261 "Adrenergic signaling in cardiomyocytes" "P63096"
3410 "Base excision repair" "P09429"
4740 "Olfactory transduction" "Q6IF00"
4015 "Rap1 signaling pathway" "Q9BYG4"
4144 "Endocytosis" "Q9BYG4"
4530 "Tight junction" "Q9BYG4"
4390 "Hippo signaling pathway" "Q9BYG4"
1100 "Metabolic pathways" "Q96CD2"
770 "Pantothenate and CoA biosynthesis" "Q96CD2"
5200 "Pathways in cancer" "P23458"
5161 "Hepatitis B" "P23458"
5168 "Herpes simplex infection" "P23458"
5203 "Viral carcinogenesis" "P23458"
5162 "Measles" "P23458"
5169 "Epstein-Barr virus infection" "P23458"
5212 "Pancreatic cancer" "P23458"
5166 "HTLV-I infection" "P23458"
4630 "Jak-STAT signaling pathway" "P23458"
5145 "Toxoplasmosis" "P23458"
4380 "Osteoclast differentiation" "P23458"
5152 "Tuberculosis" "P23458"
5140 "Leishmaniasis" "P23458"
4151 "PI3K-Akt signaling pathway" "P23458"
5164 "Influenza A" "P23458"
5160 "Hepatitis C" "P23458"
4151 "PI3K-Akt signaling pathway" "O95988"
1100 "Metabolic pathways" "Q99999"
600 "Sphingolipid metabolism" "Q99999"
5131 "Shigellosis" "Q9H1Y0"
4140 "Regulation of autophagy" "Q9H1Y0"
4622 "RIG-I-like receptor signaling pathway" "Q9H1Y0"
1100 "Metabolic pathways" "Q9Y2C3"
603 "Glycosphingolipid biosynthesis - globo series" "Q9Y2C3"
601 "Glycosphingolipid biosynthesis - lacto and neolacto series" "Q9Y2C3"
4151 "PI3K-Akt signaling pathway" "Q16512"
5132 "Salmonella infection" "Q16512"
4020 "Calcium signaling pathway" "Q32MC3"
4080 "Neuroactive ligand-receptor interaction" "Q32MC3"
3440 "Homologous recombination" "O43542"
5146 "Amoebiasis" "P48594"
4010 "MAPK signaling pathway" "Q9Y2U5"
4912 "GnRH signaling pathway" "Q9Y2U5"
4540 "Gap junction" "Q9Y2U5"
4060 "Cytokine-cytokine receptor interaction" "O75888"
4672 "Intestinal immune network for IgA production" "O75888"
5323 "Rheumatoid arthritis" "O75888"
4740 "Olfactory transduction" "Q8NGS1"
3460 "Fanconi anemia pathway" "O94782"
5168 "Herpes simplex infection" "Q93009"
5169 "Epstein-Barr virus infection" "Q93009"
5203 "Viral carcinogenesis" "Q93009"
4068 "FoxO signaling pathway" "Q93009"
900 "Terpenoid backbone biosynthesis" "O60725"
5202 "Transcriptional misregulation in cancer" "P31269"
5204 "Chemical carcinogenesis" "P0DMM9"
4015 "Rap1 signaling pathway" "Q92565"
4014 "Ras signaling pathway" "Q92565"
1100 "Metabolic pathways" "Q9HCC0"
280 "Valine, leucine and isoleucine degradation" "Q9HCC0"
5164 "Influenza A" "P52294"
4110 "Cell cycle" "Q13535"
5166 "HTLV-I infection" "Q13535"
3460 "Fanconi anemia pathway" "Q13535"
4115 "p53 signaling pathway" "Q13535"
5206 "MicroRNAs in cancer" "Q9UPY3"
5410 "Hypertrophic cardiomyopathy (HCM)" "Q8WZ42"
5414 "Dilated cardiomyopathy" "Q8WZ42"
4144 "Endocytosis" "P13945"
4970 "Salivary secretion" "P13945"
4020 "Calcium signaling pathway" "P13945"
4080 "Neuroactive ligand-receptor interaction" "P13945"
4630 "Jak-STAT signaling pathway" "O43609"
500 "Starch and sucrose metabolism" "Q9HAW8"
1100 "Metabolic pathways" "Q9HAW8"
140 "Steroid hormone biosynthesis" "Q9HAW8"
40 "Pentose and glucuronate interconversions" "Q9HAW8"
53 "Ascorbate and aldarate metabolism" "Q9HAW8"
983 "Drug metabolism - other enzymes" "Q9HAW8"
830 "Retinol metabolism" "Q9HAW8"
860 "Porphyrin and chlorophyll metabolism" "Q9HAW8"
982 "Drug metabolism - cytochrome P450" "Q9HAW8"
980 "Metabolism of xenobiotics by cytochrome P450" "Q9HAW8"
5204 "Chemical carcinogenesis" "Q9HAW8"
190 "Oxidative phosphorylation" "Q9H2U2"
4915 "Estrogen signaling pathway" "Q92731"
4917 "Prolactin signaling pathway" "Q92731"
860 "Porphyrin and chlorophyll metabolism" "P50336"
1100 "Metabolic pathways" "P50336"
5164 "Influenza A" "P48551"
4060 "Cytokine-cytokine receptor interaction" "P48551"
5160 "Hepatitis C" "P48551"
5162 "Measles" "P48551"
4380 "Osteoclast differentiation" "P48551"
4650 "Natural killer cell mediated cytotoxicity" "P48551"
4620 "Toll-like receptor signaling pathway" "P48551"
4630 "Jak-STAT signaling pathway" "P48551"
5168 "Herpes simplex infection" "P48551"
4151 "PI3K-Akt signaling pathway" "P48551"
4740 "Olfactory transduction" "Q9NQN1"
4142 "Lysosome" "O14617"
4740 "Olfactory transduction" "Q8NGY6"
4670 "Leukocyte transendothelial migration" "P33151"
4514 "Cell adhesion molecules (CAMs)" "P33151"
4142 "Lysosome" "Q9BZC7"
2010 "ABC transporters" "Q9BZC7"
4724 "Glutamatergic synapse" "O00222"
4080 "Neuroactive ligand-receptor interaction" "O00222"
4060 "Cytokine-cytokine receptor interaction" "Q16552"
5323 "Rheumatoid arthritis" "Q16552"
5321 "Inflammatory bowel disease (IBD)" "Q16552"
5166 "HTLV-I infection" "Q96A56"
3320 "PPAR signaling pathway" "O15530"
4151 "PI3K-Akt signaling pathway" "O15530"
5205 "Proteoglycans in cancer" "O15530"
5215 "Prostate cancer" "O15530"
4960 "Aldosterone-regulated sodium reabsorption" "O15530"
5160 "Hepatitis C" "O15530"
4510 "Focal adhesion" "O15530"
4919 "Thyroid hormone signaling pathway" "O15530"
5145 "Toxoplasmosis" "O15530"
4150 "mTOR signaling pathway" "O15530"
5223 "Non-small cell lung cancer" "O15530"
4664 "Fc epsilon RI signaling pathway" "O15530"
4660 "T cell receptor signaling pathway" "O15530"
4910 "Insulin signaling pathway" "O15530"
5213 "Endometrial cancer" "O15530"
4068 "FoxO signaling pathway" "O15530"
4722 "Neurotrophin signaling pathway" "O15530"
4141 "Protein processing in endoplasmic reticulum" "Q14703"
4120 "Ubiquitin mediated proteolysis" "P68036"
5012 "Parkinson's disease" "P68036"
1100 "Metabolic pathways" "Q8N3T1"
512 "Mucin type O-Glycan biosynthesis" "Q8N3T1"
5166 "HTLV-I infection" "P18847"
4080 "Neuroactive ligand-receptor interaction" "P43657"
4151 "PI3K-Akt signaling pathway" "P43657"
3008 "Ribosome biogenesis in eukaryotes" "Q9Y324"
4742 "Taste transduction" "Q7RTX0"
4973 "Carbohydrate digestion and absorption" "Q7RTX0"
4670 "Leukocyte transendothelial migration" "P35222"
5166 "HTLV-I infection" "P35222"
4310 "Wnt signaling pathway" "P35222"
5215 "Prostate cancer" "P35222"
4530 "Tight junction" "P35222"
4916 "Melanogenesis" "P35222"
5200 "Pathways in cancer" "P35222"
4390 "Hippo signaling pathway" "P35222"
4520 "Adherens junction" "P35222"
5412 "Arrhythmogenic right ventricular cardiomyopathy (ARVC)" "P35222"
5130 "Pathogenic Escherichia coli infection" "P35222"
5210 "Colorectal cancer" "P35222"
5217 "Basal cell carcinoma" "P35222"
5213 "Endometrial cancer" "P35222"
4510 "Focal adhesion" "P35222"
4919 "Thyroid hormone signaling pathway" "P35222"
5100 "Bacterial invasion of epithelial cells" "P35222"
5205 "Proteoglycans in cancer" "P35222"
5216 "Thyroid cancer" "P35222"
4015 "Rap1 signaling pathway" "P35222"
1230 "Biosynthesis of amino acids" "P0DN79"
1100 "Metabolic pathways" "P0DN79"
260 "Glycine, serine and threonine metabolism" "P0DN79"
270 "Cysteine and methionine metabolism" "P0DN79"
4514 "Cell adhesion molecules (CAMs)" "O75056"
5169 "Epstein-Barr virus infection" "P06454"
3018 "RNA degradation" "A0A0G2JRS5"
5206 "MicroRNAs in cancer" "P51959"
4115 "p53 signaling pathway" "P51959"
4390 "Hippo signaling pathway" "P35240"
4015 "Rap1 signaling pathway" "O00522"
4144 "Endocytosis" "O95630"
4514 "Cell adhesion molecules (CAMs)" "O94856"
3320 "PPAR signaling pathway" "P0CG48"
5166 "HTLV-I infection" "O95997"
4110 "Cell cycle" "O95997"
4114 "Oocyte meiosis" "O95997"
4630 "Jak-STAT signaling pathway" "Q9C004"
5166 "HTLV-I infection" "Q6UUV9"
982 "Drug metabolism - cytochrome P450" "Q9H4Y5"
480 "Glutathione metabolism" "Q9H4Y5"
5204 "Chemical carcinogenesis" "Q9H4Y5"
980 "Metabolism of xenobiotics by cytochrome P450" "Q9H4Y5"
4725 "Cholinergic synapse" "Q9NR82"
4310 "Wnt signaling pathway" "Q96MT3"
5014 "Amyotrophic lateral sclerosis (ALS)" "P46734"
4664 "Fc epsilon RI signaling pathway" "P46734"
4668 "TNF signaling pathway" "P46734"
4750 "Inflammatory mediator regulation of TRP channels" "P46734"
5164 "Influenza A" "P46734"
5145 "Toxoplasmosis" "P46734"
4912 "GnRH signaling pathway" "P46734"
4010 "MAPK signaling pathway" "P46734"
4015 "Rap1 signaling pathway" "P46734"
4620 "Toll-like receptor signaling pathway" "P46734"
5169 "Epstein-Barr virus infection" "P46734"
1100 "Metabolic pathways" "P20839"
230 "Purine metabolism" "P20839"
983 "Drug metabolism - other enzymes" "P20839"
3010 "Ribosome" "P50914"
4724 "Glutamatergic synapse" "Q9UPX8"
4141 "Protein processing in endoplasmic reticulum" "Q9UHD9"
5203 "Viral carcinogenesis" "Q06330"
5169 "Epstein-Barr virus infection" "Q06330"
4330 "Notch signaling pathway" "Q06330"
4260 "Cardiac muscle contraction" "K7ENT6"
5414 "Dilated cardiomyopathy" "K7ENT6"
4261 "Adrenergic signaling in cardiomyocytes" "K7ENT6"
5410 "Hypertrophic cardiomyopathy (HCM)" "K7ENT6"
4530 "Tight junction" "P11171"
510 "N-Glycan biosynthesis" "Q09327"
1100 "Metabolic pathways" "Q09327"
1210 "2-Oxocarboxylic acid metabolism" "Q8TD30"
1100 "Metabolic pathways" "Q8TD30"
1200 "Carbon metabolism" "Q8TD30"
250 "Alanine, aspartate and glutamate metabolism" "Q8TD30"
1230 "Biosynthesis of amino acids" "Q8TD30"
590 "Arachidonic acid metabolism" "Q9H7Z7"
1100 "Metabolic pathways" "Q9H7Z7"
4630 "Jak-STAT signaling pathway" "Q2MJR0"
3015 "mRNA surveillance pathway" "Q8N684"
4120 "Ubiquitin mediated proteolysis" "Q6VVB1"
1100 "Metabolic pathways" "Q16842"
533 "Glycosaminoglycan biosynthesis - keratan sulfate" "Q16842"
604 "Glycosphingolipid biosynthesis - ganglio series" "Q16842"
512 "Mucin type O-Glycan biosynthesis" "Q16842"
603 "Glycosphingolipid biosynthesis - globo series" "Q16842"
4722 "Neurotrophin signaling pathway" "Q9UQQ2"
5032 "Morphine addiction" "Q08499"
230 "Purine metabolism" "Q08499"
4360 "Axon guidance" "Q9H2E6"
4120 "Ubiquitin mediated proteolysis" "P46934"
4144 "Endocytosis" "P46934"
5169 "Epstein-Barr virus infection" "P46934"
5219 "Bladder cancer" "Q01094"
5220 "Chronic myeloid leukemia" "Q01094"
5166 "HTLV-I infection" "Q01094"
5161 "Hepatitis B" "Q01094"
5218 "Melanoma" "Q01094"
4110 "Cell cycle" "Q01094"
5200 "Pathways in cancer" "Q01094"
5206 "MicroRNAs in cancer" "Q01094"
5215 "Prostate cancer" "Q01094"
5214 "Glioma" "Q01094"
5222 "Small cell lung cancer" "Q01094"
5212 "Pancreatic cancer" "Q01094"
5223 "Non-small cell lung cancer" "Q01094"
4141 "Protein processing in endoplasmic reticulum" "Q9NXW2"
4964 "Proximal tubule bicarbonate reclamation" "Q9UBX3"
4530 "Tight junction" "J3QKM9"
910 "Nitrogen metabolism" "P43166"
5146 "Amoebiasis" "P51148"
4014 "Ras signaling pathway" "P51148"
5152 "Tuberculosis" "P51148"
4144 "Endocytosis" "P51148"
4962 "Vasopressin-regulated water reabsorption" "P51148"
4145 "Phagosome" "P51148"
5152 "Tuberculosis" "P23511"
4612 "Antigen processing and presentation" "P23511"
4930 "Type II diabetes mellitus" "Q14654"
4911 "Insulin secretion" "Q14654"
4978 "Mineral absorption" "Q04656"
5203 "Viral carcinogenesis" "Q12959"
4390 "Hippo signaling pathway" "Q12959"
4660 "T cell receptor signaling pathway" "Q12959"
5166 "HTLV-I infection" "Q12959"
4742 "Taste transduction" "P51168"
4960 "Aldosterone-regulated sodium reabsorption" "P51168"
51 "Fructose and mannose metabolism" "P08237"
30 "Pentose phosphate pathway" "P08237"
10 "Glycolysis / Gluconeogenesis" "P08237"
1200 "Carbon metabolism" "P08237"
52 "Galactose metabolism" "P08237"
1230 "Biosynthesis of amino acids" "P08237"
1100 "Metabolic pathways" "P08237"
4390 "Hippo signaling pathway" "Q99594"
71 "Fatty acid degradation" "P51648"
280 "Valine, leucine and isoleucine degradation" "P51648"
561 "Glycerolipid metabolism" "P51648"
40 "Pentose and glucuronate interconversions" "P51648"
53 "Ascorbate and aldarate metabolism" "P51648"
310 "Lysine degradation" "P51648"
340 "Histidine metabolism" "P51648"
640 "Propanoate metabolism" "P51648"
10 "Glycolysis / Gluconeogenesis" "P51648"
620 "Pyruvate metabolism" "P51648"
380 "Tryptophan metabolism" "P51648"
410 "beta-Alanine metabolism" "P51648"
1100 "Metabolic pathways" "P51648"
330 "Arginine and proline metabolism" "P51648"
5217 "Basal cell carcinoma" "O00144"
4390 "Hippo signaling pathway" "O00144"
4310 "Wnt signaling pathway" "O00144"
5200 "Pathways in cancer" "O00144"
5205 "Proteoglycans in cancer" "O00144"
4916 "Melanogenesis" "O00144"
5166 "HTLV-I infection" "O00144"
531 "Glycosaminoglycan degradation" "P38567"
1100 "Metabolic pathways" "P38567"
4010 "MAPK signaling pathway" "Q99956"
4972 "Pancreatic secretion" "P40879"
4978 "Mineral absorption" "P40879"
3013 "RNA transport" "Q9UKX7"
3010 "Ribosome" "P63220"
3010 "Ribosome" "P39023"
3010 "Ribosome" "R4GN19"
3010 "Ribosome" "P46776"
3010 "Ribosome" "P32969"
3010 "Ribosome" "P46778"
3010 "Ribosome" "P05386"
3010 "Ribosome" "P08708"
3010 "Ribosome" "P61247"
3010 "Ribosome" "P08865"
3010 "Ribosome" "Q6P5R6"
3010 "Ribosome" "P35268"
480 "Glutathione metabolism" "P36969"
4141 "Protein processing in endoplasmic reticulum" "Q8NHG7"
510 "N-Glycan biosynthesis" "Q9H3H5"
1100 "Metabolic pathways" "Q9H3H5"
4151 "PI3K-Akt signaling pathway" "Q13131"
4140 "Regulation of autophagy" "Q13131"
4068 "FoxO signaling pathway" "Q13131"
4150 "mTOR signaling pathway" "Q13131"
4932 "Non-alcoholic fatty liver disease (NAFLD)" "Q13131"
4710 "Circadian rhythm" "Q13131"
4910 "Insulin signaling pathway" "Q13131"
4920 "Adipocytokine signaling pathway" "Q13131"
5410 "Hypertrophic cardiomyopathy (HCM)" "Q13131"
4530 "Tight junction" "Q86UL8"
4015 "Rap1 signaling pathway" "Q86UL8"
4668 "TNF signaling pathway" "Q86UL8"
983 "Drug metabolism - other enzymes" "Q9NWZ5"
240 "Pyrimidine metabolism" "Q9NWZ5"
